,1,1,1,8,8,8,32,32,32,256,256,256,1024,1024,1024
,Zero Nodes,Worse Nodes,Important Nodes,Zero Nodes,Worse Nodes,Important Nodes,Zero Nodes,Worse Nodes,Important Nodes,Zero Nodes,Worse Nodes,Important Nodes,Zero Nodes,Worse Nodes,Important Nodes
0,0.0,0.0022408749376024517,-0.016208294365141127,-2.723315666461813e-07,0.0004058203970392545,-0.002463216852882634,-2.7194619178771972e-08,0.0009140988811850547,-0.0017363457009196281,0.0,0.0011124663675824802,-0.003487410140223801,0.0,0.00061081163585186,-0.006792129505248297
1,3.2143933432442804e-07,0.0016889914192936637,-0.007292005632604871,1.5192705651988153e-07,0.0003960639238357544,-0.0014718873869805109,1.0847168810227338e-07,0.0008245669305324554,-0.0031255471209685006,2.5131381475008453e-07,0.0013306944497994014,-0.006149133487093833,0.0,0.0013587437570095062,-0.012871525902301072
2,2.0792317944903706e-09,0.0003005843609571457,-0.035573882215163284,-1.0145207246144612e-06,0.0006603192360628219,-0.0033761129567497655,-2.1948168675104776e-07,0.0015343225095421076,-0.0013131008793910344,-3.60111395517985e-08,0.0002939552068710327,-0.006010640155652474,0.0,0.0009593106806278229,-0.014377761942644915
3,-1.9908644432245299e-07,0.00034126341342926024,-0.0619402015581727,-4.880130290985107e-08,0.004842389840632677,-0.002645272495491164,-2.543841089521136e-07,0.0003710474120453,-0.001410694606602192,0.0,0.002425699566419308,-0.010660573516203009,0.0,0.0011164529456032647,-0.011367138023629333
4,-6.492648805890764e-08,0.0007442176342010498,-0.038998226909076464,-3.3891544892237735e-06,0.0007781061742986951,-0.0009847929620224497,-5.607448873065767e-07,0.001558344562848409,-0.0019867696932383944,-2.9802322387695313e-10,0.0028398094529455357,-0.0060750991106033325,0.0,0.0013111285865306855,-0.012451833060809544
5,-2.16066837310791e-08,0.000725720077753067,-0.029620926827192307,-7.801196154426126e-07,0.0002587861136386269,-0.0021710284054279327,1.6242265701293947e-08,0.0013223482916752498,-0.0032017853643213,0.0,0.0,-0.00533611754722455,0.0,0.0004099663347005844,-0.015911810100078583
6,-3.132630478252064e-08,0.0,-0.040072204545140266,-4.5193653357656377e-07,0.0005335299154886833,-0.00187239344967039,-2.0912425084547562e-07,0.000678042508661747,-0.0015494178303263404,0.0,0.0021598715749051836,-0.007993219765248123,0.0,0.0003679804503917694,-0.010859446372927689
7,-3.294812308417426e-07,0.002720306901370778,-0.04627118462866003,7.916241884231567e-08,0.0015055081423591165,-0.0010909499420273688,3.2172961668534714e-08,0.002838681141535441,-0.004272884248118652,0.0,0.0016311955722895536,-0.004716205794145079,0.0,0.0,-0.010442986218042152
8,-1.1748992479764499e-07,0.0006977766752243042,-0.032252003335290484,-5.505151218838162e-08,0.0017901669171723452,-0.0015214985857407253,-9.227257508497972e-08,0.0012021938959757487,-0.0016718529488729394,8.195638656616212e-09,0.0008811199416716894,-0.0040602881574269495,0.0,0.0022807903587818146,-0.01917813255869109
9,-1.817214779737519e-08,0.0004098862409591675,-0.03739006268350702,9.412566820780436e-08,0.0005489380965972768,-0.0010804185643792153,-2.4796463549137115e-07,0.001168698358994264,-0.0016190682283856652,0.0,0.002364006359130144,-0.010856370840753828,-5.3085386753082275e-08,0.0017958864569664,-0.025326409287029696
10,0.0,0.0014190333230154856,-0.059047544231781594,-2.061327298482259e-08,0.000568702139637687,-0.0015824686873842169,-3.623392652062809e-07,0.0007225371897220612,-0.0024833418428897858,0.0,0.0004744336009025574,-0.006676597012714906,0.0,0.0003096163272857666,-0.011482125458618006
11,-5.0210434457530146e-09,0.0002163127064704895,-0.06747063687619041,6.825264011110579e-07,0.0007023014701329744,-0.0011064695815245311,-2.8910913637706213e-07,0.002222025146087011,-0.0038397682919388727,0.0,0.002214285731315613,-0.003595484168948354,-2.306132089524042e-09,0.00070933997631073,-0.012381458336987146
12,2.87324954301883e-07,0.002637624740600586,-0.02593473384254857,2.637505531311035e-07,0.0014296986628323793,-0.001959988315190588,3.945259820847284e-07,0.0008292096452071116,-0.0010442733764648438,0.0,0.0030564269317047937,-0.006450854774032321,0.0,0.0014006411656737328,-0.007524062391547929
13,-4.2011660914267265e-07,0.0009788696964581807,-0.0051535868810282815,1.293207917894636e-07,0.000823962573821728,-0.0016780685012539227,-5.217476023568047e-07,0.0014358024733761947,-0.0022283680737018585,-3.2393828682277513e-10,0.0022085428237915037,-0.00558860263516826,0.0,0.0012416699901223183,-0.00949779720130292
14,-3.540986462643272e-07,0.0006019752472639084,-0.01469398538271586,-9.804609275999524e-07,0.0002724436873739416,-0.001187653946025031,2.0816470637465967e-07,0.003996352665126324,-0.005829767688460972,1.208289809848951e-07,0.00036802776157855986,-0.0033740130149655873,0.0,0.003052030224353075,-0.012849554936918948
